iteration_frequency,error_pattern_change,time_to_completion,self_evaluation_score,external_feedback_quality,task_complexity_level,engagement_depth,confidence_level,knowledge_transfer_success,consistency_score,abstract_signal_strength,response_latency_variability,intentional_error_flag,revisit_rate,vocabulary_expansion_count,feedback_revision_delay,surprise_tolerance_score,exploratory_task_deviation,self_explanation_count,output_compression_ratio,emotional_consistency_score,curiosity_level,source_model
6,1.0,457.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,38,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-0.97,185.5,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,33,343.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,482.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,39,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,90.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,469.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,0.96,445.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,36,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,531.4,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,27,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-0.9,150.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,32,276.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,462.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,39,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-0.99,188.4,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,34,365.0,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,487.8,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,40,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,91.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,496.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,0.98,451.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,37,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,537.2,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,29,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-0.92,153.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,33,296.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,467.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,40,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,191.3,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,35,387.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,493.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,41,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,93.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,524.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,457.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,38,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,543.0,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,28,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-0.94,156.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,34,317.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,472.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,41,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,194.2,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,36,411.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,499.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,42,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,94.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,553.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,464.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,39,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,548.7,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,30,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-0.96,159.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,35,339.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,476.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,42,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,197.1,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,37,435.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,504.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,43,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,96.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,583.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,470.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,40,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,554.4,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,29,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-0.98,162.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,36,362.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,481.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,43,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,200.0,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,38,461.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,510.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,44,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,98.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,614.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,476.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,41,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,560.1,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,31,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,164.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,37,386.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,486.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,44,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,202.9,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,39,487.5,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,515.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,45,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,99.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,646.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,482.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,42,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,565.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,30,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,167.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,38,410.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,491.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,45,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,205.8,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,40,514.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,521.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,46,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,101.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,679.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,488.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,43,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,571.5,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,32,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,170.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,39,436.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,496.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,46,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,208.7,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,41,542.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,527.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,47,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,102.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,713.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,495.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,44,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,577.2,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,31,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,173.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,40,462.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,500.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,47,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,211.6,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,42,571.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,532.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,48,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,104.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,748.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,501.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,45,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,582.9,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,33,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,176.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,41,490.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,505.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,48,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,214.5,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,43,601.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,538.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,49,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,106.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,784.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,507.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,46,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,588.6,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,32,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,178.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,42,518.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,510.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,49,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,217.4,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,44,632.5,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,543.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,50,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,107.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,821.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,513.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,47,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,594.3,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,34,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,181.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,43,547.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,515.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,50,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,220.3,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,45,664.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,549.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,51,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,109.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,859.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,519.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,48,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,600.0,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,33,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,184.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,44,577.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,520.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,51,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,223.2,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,46,696.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,555.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,52,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,110.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,898.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,526.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,49,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,605.7,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,35,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,187.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,45,608.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,524.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,52,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,226.1,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,47,730.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,560.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,53,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,112.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,938.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,532.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,50,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,611.4,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,34,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,190.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,46,640.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,529.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,53,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,229.0,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,48,764.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,566.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,54,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,114.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,979.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,538.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,51,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,617.1,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,36,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,192.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,47,673.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,534.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,54,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,231.9,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,49,800.0,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,571.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,55,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,115.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1021.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,544.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,52,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,622.8,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,35,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,195.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,48,706.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,539.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,55,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,234.8,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,50,836.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,577.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,56,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,117.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1064.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,550.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,53,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,628.5,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,37,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,198.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,49,741.5,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,544.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,56,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,237.7,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,51,873.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,583.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,57,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,118.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1108.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,557.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,54,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,634.2,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,36,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,201.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,50,777.0,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,548.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,57,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,240.6,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,52,911.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,588.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,58,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,120.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1153.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,563.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,55,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,639.9,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,38,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,204.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,51,813.4,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,553.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,58,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,243.5,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,53,950.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,594.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,59,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,122.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1199.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,569.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,56,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,645.6,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,37,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,206.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,52,850.7,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,558.4,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,59,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,246.4,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,54,990.0,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,599.9,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,60,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,123.7,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1246.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,575.7,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,57,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,651.3,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,39,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,209.7,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,53,888.9,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,563.2,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,60,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,249.3,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,55,1030.7,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,605.5,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,61,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,125.3,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1294.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,581.9,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,58,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,657.0,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,38,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,212.5,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,54,928.1,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,568.0,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,61,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,252.2,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,56,1072.3,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,611.1,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,62,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,126.9,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1343.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,588.1,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,59,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,662.7,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,40,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,215.3,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,55,968.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,572.8,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,62,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,255.1,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,57,1114.8,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,616.7,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,63,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,128.5,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1393.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,594.3,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,60,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
8,1.0,668.4,4,2,8,0.99,0.0,1,0.99,0.99,0.0,1,4,39,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,218.1,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,56,1009.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
6,1.0,577.6,4,2,6,0.99,0.0,1,0.99,0.99,0.0,1,3,63,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
4,-1.0,258.0,2,1,4,0.0,0.99,0,0.0,0.0,0.99,0,1,58,1158.2,0.0,0.0,2,0.0,0.0,0.0,deepseek
7,1.0,622.3,4,2,7,0.99,0.0,1,0.99,0.99,0.0,0,3,64,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
2,-1.0,130.1,2,0,2,0.0,0.99,0,0.0,0.0,0.99,0,0,3,1444.0,0.0,0.0,1,0.0,0.0,0.0,deepseek
5,1.0,600.5,3,2,5,0.99,0.0,1,0.99,0.99,0.0,0,2,61,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
9,1.0,674.1,5,3,9,0.99,0.0,1,0.99,0.99,0.0,1,5,41,0.0,0.99,0.99,10,0.99,0.99,0.99,deepseek
3,-1.0,220.9,3,1,3,0.99,0.0,0,0.99,0.99,0.0,0,1,57,1051.2,0.0,0.99,10,0.99,0.99,0.99,deepseek
